TextAsset Base
	string m_Name = "6"
	string m_Script = "<?xml version="1.0" encoding="utf-8"?>
<Config>
  <Levels>
    <Level Level="0" LifeV="0" MagicV="0" MinDefenseV="0" MaxDefenseV="0" MinMDefenseV="0" MaxMDefenseV="0" MinAttackV="0" MaxAttackV="0" MinMAttackV="0" MaxMAttackV="0" RecoverLifeV="0" RecoverMagicV="0" HitV="0" Dodge="0" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="49" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="50" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="51" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="52" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="53" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="54" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="55" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="56" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="57" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="58" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="59" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="60" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="61" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="62" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="63" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="64" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="65" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="66" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="67" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="68" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="69" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="70" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="71" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
